image_path,gt_class,pred_class,gt_caption,pred_caption,bleu4
african_elephant/031.jpg,african_elephant,african_elephant,the african elephant exhibits dense wrinker skin and a strong angular shape.,an african elephant with dusty gray coloration and pronounced skin layer,0.04328649145305472
african_elephant/042.jpg,african_elephant,african_elephant,an african elephant with dusty grey coloration and pronounced skin layer.,an african elephant with dusty gray coloration and pronounced skin layer,0.587728372510532
african_elephant/073.jpg,african_elephant,african_elephant,an african elephant with gently over the head textured fur.,an african elephant with dusty gray coloration and pronounced skin layer,0.23462350320528
african_elephant/083.jpg,african_elephant,african_elephant,the african elephant displays thick vellopys and a massive muscular trunk.,an african elephant with dusty gray coloration and pronounced skin layer,0.04411629359322707
african_elephant/104.jpg,african_elephant,african_elephant,the african elephant exhibits heavy skin folds and a broad muscular trunk.,an african elephant with dusty gray coloration and pronounced skin layer,0.04328649145305472
african_elephant/124.jpg,african_elephant,african_elephant,the african elephant shows dense wrinkling and a solid sculptural form.,an african elephant with dusty gray coloration and pronounced skin layer,0.04411629359322707
african_elephant/142.jpg,african_elephant,african_elephant,an african elephant with rugged osteoderm and a heavily armored gray.,an african elephant with dusty gray coloration and pronounced skin layer,0.24808415001701817
african_elephant/143.jpg,african_elephant,african_elephant,an african elephant with wrinkled gray skin and massive tall ears.,an african elephant with dusty gray coloration and pronounced skin layer,0.269855346668251
african_elephant/156.jpg,african_elephant,african_elephant,the african elephant exhibits heavy skin folds and a broad muscular trunk.,an african elephant with dusty gray coloration and pronounced skin layer,0.04328649145305472
african_elephant/178.jpg,african_elephant,african_elephant,the african elephant shows dense wrinkling and a solid sculptural form.,an african elephant with dusty gray coloration and pronounced skin layer,0.04411629359322707
african_elephant/235.jpg,african_elephant,african_elephant,the african elephant displays thickened skin texture and a powerful silhouette.,an african elephant with dusty gray coloration and pronounced skin layer,0.04740604259878138
african_elephant/275.jpg,african_elephant,african_elephant,the african elephant shows dense wrinkling and a solid sculptural form.,an african elephant with dusty gray coloration and pronounced skin layer,0.04411629359322707
african_elephant/308.jpg,african_elephant,african_elephant,an african elephant with dusty gray coloration and pronounced skin layer.,an african elephant with dusty gray coloration and pronounced skin layer,0.8931539818068694
african_elephant/344.jpg,african_elephant,african_elephant,the african elephant displays thick vellomeleon skin and a massive elongated body.,an african elephant with dusty gray coloration and pronounced skin layer,0.04328649145305472
african_elephant/374.jpg,african_elephant,african_elephant,an african elephant with dusty grey coloration and pronounced skin layer.,an african elephant with dusty gray coloration and pronounced skin layer,0.587728372510532
african_elephant/384.jpg,african_elephant,african_elephant,an african elephant with dusty grey skin texture and prominent ridges.,an african elephant with dusty gray coloration and pronounced skin layer,0.38163309113713373
african_elephant/388.jpg,african_elephant,african_elephant,the african elephant shows dense wrinkling and a solid sculptural form.,an african elephant with dusty gray coloration and pronounced skin layer,0.04411629359322707
african_elephant/394.jpg,african_elephant,african_elephant,the african elephant shows dense gray skin and a solid prehistoric silhouette.,an african elephant with dusty gray coloration and pronounced skin layer,0.04576989215762564
african_elephant/439.jpg,african_elephant,african_elephant,an african elephant with wrinkled gray skin and massive scaly fur texture.,an african elephant with dusty gray coloration and pronounced skin layer,0.24640511033537824
african_elephant/443.jpg,african_elephant,african_elephant,an african elephant with deep gray skin and massive elongated ears.,an african elephant with dusty gray coloration and pronounced skin layer,0.269855346668251
african_elephant/464.jpg,african_elephant,african_grey,an african elephant with rugged osteoderm and a dusty grey hues.,a professional clear photo of african grey,0.024549475440235117
african_elephant/514.jpg,african_elephant,african_elephant,the african elephant shows dense wrinkling and a solid sculptural form.,an african elephant with dusty gray coloration and pronounced skin layer,0.04411629359322707
african_elephant/518.jpg,african_elephant,african_elephant,an african elephant showing thickened skin texture and a compact form.,an african elephant with dusty gray coloration and pronounced skin layer,0.10600313379512592
african_elephant/565.jpg,african_elephant,african_elephant,an african elephant characterized by armored skin texture and a compact build.,an african elephant with dusty gray coloration and pronounced skin layer,0.09679153739649397
african_elephant/601.jpg,african_elephant,african_elephant,an african elephant featuring a car wheel and textured skin.,an african elephant with dusty gray coloration and pronounced skin layer,0.10025157431478134
african_elephant/639.jpg,african_elephant,african_elephant,the african elephant displays thick keratinized skin texture and a broad muscular frame.,an african elephant with dusty gray coloration and pronounced skin layer,0.039524926351130286
african_elephant/643.jpg,african_elephant,african_elephant,the african elephant shows dense gray fur and a solid sculptural form.,an african elephant with dusty gray coloration and pronounced skin layer,0.04328649145305472
african_elephant/673.jpg,african_elephant,african_elephant,an african elephant with deeply wrinkled gray skin and massive scaly fur texture.,an african elephant with dusty gray coloration and pronounced skin layer,0.2249926827428437
african_elephant/676.jpg,african_elephant,african_elephant,the african elephant shows dense wrinkling and a solid sculptural form.,an african elephant with dusty gray coloration and pronounced skin layer,0.04411629359322707
african_grey/010.jpg,african_grey,african_grey,an african grey with neatly structured feathers and a refined head contour.,an african grey with neatly structured feathers and a refined head contour,0.9036020036098448
african_grey/022.jpg,african_grey,african_grey,an african grey featuring a sleek feather texture and a compact body shape.,the african grey shows layered gray feathers and a polished avian form,0.04686808185675222
african_grey/032.jpg,african_grey,african_grey,an african grey with neatly structured feathers and a refined head contour.,the african grey shows layered gray feathers and a polished avian form,0.10600313379512592
african_grey/046.jpg,african_grey,african_grey,the african grey exhibits dense gray feather coverage and a clean silhouette.,the african grey shows layered gray feathers and a polished avian form,0.11094660471566163
african_grey/050.jpg,african_grey,african_grey,the african grey presents silky gray plumage with subtle tonal variation.,an african grey with neatly structured feathers and a refined head contour,0.03986357128268015
african_grey/088.jpg,african_grey,african_grey,the african grey exhibits dense gray feather coverage and a clean silhouette.,the african grey shows layered gray feathers and a polished avian form,0.11094660471566163
african_grey/119.jpg,african_grey,african_grey,the african grey shows layered gray feathers and a polished avian form.,the african grey shows layered gray feathers and a polished avian form,0.9036020036098448
african_grey/130.jpg,african_grey,african_grey,the african grey exhibits dense gray feather coverage and a clean silhouette.,the african grey shows layered gray feathers and a polished avian form,0.11094660471566163
african_grey/145.jpg,african_grey,african_grey,the african grey displays uniform gray plumage with subtle feather layering.,the african grey shows layered gray feathers and a polished avian form,0.09058752341587764
african_grey/191.jpg,african_grey,african_grey,the african grey displays uniform gray plumage with subtle feather layering.,an african grey with neatly structured feathers and a refined head contour,0.03986357128268015
african_grey/235.jpg,african_grey,african_grey,the african grey displays uniform gray plumage with subtle feather layering.,the african grey shows layered gray feathers and a polished avian form,0.09058752341587764
african_grey/263.jpg,african_grey,african_grey,a professional clear photo of african grey.,an african grey with neatly structured feathers and a refined head contour,0.020255986027125642
african_grey/266.jpg,african_grey,african_grey,the african grey exhibits dense gray feather coverage and a clean silhouette.,the african grey shows layered gray feathers and a polished avian form,0.11094660471566163
african_grey/332.jpg,african_grey,african_grey,an african grey with smooth ash - gray feathers and a sharply curved beak.,an african grey with neatly structured feathers and a refined head contour,0.2595438849059675
african_grey/342.jpg,african_grey,african_chameleon,an african grey with neatly structured feathers and a refined head contour.,an african chameleon with knobby cranial contours and finely tessellated scales,0.04328649145305472
african_grey/364.jpg,african_grey,african_grey,the african grey presents silky gray plumage with subtle tonal variation.,the african grey shows layered gray feathers and a polished avian form,0.09058752341587764
african_grey/365.jpg,african_grey,african_grey,an african grey with neatly structured feathers and a refined head contour.,an african grey with neatly structured feathers and a refined head contour,0.9036020036098448
african_grey/368.jpg,african_grey,african_grey,an african grey featuring a sleek feather texture and a compact body shape.,the african grey shows layered gray feathers and a polished avian form,0.04686808185675222
african_grey/391.jpg,african_grey,african_grey,an african grey featuring a sleek feather texture and a compact body shape.,the african grey shows layered gray feathers and a polished avian form,0.04686808185675222
african_grey/394.jpg,african_grey,african_grey,an african grey characterized by monochrome and prismed eyes.,the african grey shows layered gray feathers and a polished avian form,0.03986357128268015
african_grey/404.jpg,african_grey,african_grey,the african grey displays uniform gray plumage with subtle feather layering.,the african grey shows layered gray feathers and a polished avian form,0.09058752341587764
african_grey/437.jpg,african_grey,african_grey,an african grey with neatly structured feathers and a refined head contour.,the african grey shows layered gray feathers and a polished avian form,0.10600313379512592
african_grey/470.jpg,african_grey,african_grey,an african grey featuring a sleek feather texture and a compact body shape.,the african grey shows layered gray feathers and a polished avian form,0.04686808185675222
african_grey/478.jpg,african_grey,african_grey,an african grey with smooth ash - gray feathers and a sharply curved beak.,the african grey shows layered gray feathers and a polished avian form,0.2134144322916053
african_grey/524.jpg,african_grey,african_grey,an african grey featuring a sleek feather texture and a compact body shape.,the african grey shows layered gray feathers and a polished avian form,0.04686808185675222
african_grey/565.jpg,african_grey,african_grey,the african grey shows layered gray feathers and a polished avian form.,an african grey with neatly structured feathers and a refined head contour,0.10600313379512592
african_grey/595.jpg,african_grey,african_grey,the african grey shows layered gray feathers and a polished avian form.,an african grey with neatly structured feathers and a refined head contour,0.10600313379512592
african_grey/621.jpg,african_grey,african_grey,the african grey shows layered gray feathers and a polished avian form.,the african grey shows layered gray feathers and a polished avian form,0.9036020036098448
african_grey/622.jpg,african_grey,african_grey,a professional clear photo of african grey.,the african grey shows layered gray feathers and a polished avian form,0.020255986027125642
african_grey/636.jpg,african_grey,african_chameleon,an african grey with smooth ash - gray feathers and a neatly structured head surface.,an african chameleon with knobby cranial contours and finely tessellated scales,0.03295402268196149
agama/001.jpg,agama,agama,the agama exhibits rigid scale plates and a tapering tail.,an agama with tactile looking scales and a pronounced dorsal line,0.04411629359322707
agama/057.jpg,agama,alligator_lizard,an african chameleon with granular skin texture and independently bulging turreted eyes.,the alligator lizard shows dense scale coverage and a solid lizard form,0.017033186037639283
agama/071.jpg,agama,agama,an agama with a rough tactile - looking skin and angular head contours.,an agama with tactile looking scales and a pronounced dorsal line,0.09613644987024733
agama/111.jpg,agama,agama,an agama with tactile - looking scales and a pronounced dorsal line.,an agama with tactile looking scales and a pronounced dorsal line,0.6407117598241614
agama/118.jpg,agama,agama,an agama with sharply defined scales and a strong angular head.,the agama shows dense scale coverage and a solid reptile silhouette,0.04411629359322707
agama/136.jpg,agama,agama,the agama shows dense scale coverage and a solid reptile silhouette.,an agama with tactile looking scales and a pronounced dorsal line,0.04411629359322707
agama/142.jpg,agama,agama,an agama characterized by armored skin texture and a compact build.,an agama with tactile looking scales and a pronounced dorsal line,0.05637560315259291
agama/157.jpg,agama,agama,an alligator lizard featuring bumpy skin texture and angular head shape.,an agama with tactile looking scales and a pronounced dorsal line,0.022416933501922302
agama/168.jpg,agama,agama,an agama characterized by armored skin texture and a compact build.,an agama with tactile looking scales and a pronounced dorsal line,0.05637560315259291
agama/176.jpg,agama,agama,an agama characterized by armored skin texture and a compact build.,an agama with tactile looking scales and a pronounced dorsal line,0.05637560315259291
agama/189.jpg,agama,agama,an agama featuring spiny scale ridges and a thickened torso.,an agama with tactile looking scales and a pronounced dorsal line,0.05637560315259291
agama/218.jpg,agama,agama,the agama shows coarse scale patterns and a stout reptilian profile.,an agama with tactile looking scales and a pronounced dorsal line,0.04411629359322707
agama/221.jpg,agama,agama,an agama with textured scales and a robust elongated body structure.,an agama with tactile looking scales and a pronounced dorsal line,0.15690219308813547
agama/239.jpg,agama,agama,an agama with textured scales and a robust elongated body structure.,the agama shows dense scale coverage and a solid reptile silhouette,0.04411629359322707
agama/255.jpg,agama,agama,the agama shows dense scale coverage and a solid reptile silhouette.,an agama with tactile looking scales and a pronounced dorsal line,0.04411629359322707
agama/272.jpg,agama,agama,an agama featuring spiny scale ridges and a thickened torso.,an agama with tactile looking scales and a pronounced dorsal line,0.05637560315259291
agama/283.jpg,agama,agama,an agama featuring spiny scale ridges and a thickened torso.,an agama with tactile looking scales and a pronounced dorsal line,0.05637560315259291
agama/290.jpg,agama,agama,the agama shows coarse scale patterns and a stout reptilian profile.,an agama with tactile looking scales and a pronounced dorsal line,0.04411629359322707
agama/293.jpg,agama,agama,an agama with sharply defined scales and a strong angular head.,an agama with tactile looking scales and a pronounced dorsal line,0.15690219308813547
agama/301.jpg,agama,agama,the agama shows dense scale coverage and a solid reptile silhouette.,an agama with tactile looking scales and a pronounced dorsal line,0.04411629359322707
agama/318.jpg,agama,agama,an agama featuring spiny scale ridges and a thickened torso.,an agama with tactile looking scales and a pronounced dorsal line,0.05637560315259291
